state,date,monthly_emissions,co2_per_capita,prcp,snow,tavg,monthly_gdp_rel_2017,gdp_per_capita,monthly_energy_prod,eprod_per_capita,monthly_energy_use,eflow_per_capita,monthly_energy_flow,euse_per_capita,monthly_num_plants,monthly_renew_pct,monthly_fossil_pct,republican_vote_pct,monthly_pop_density,avg_facility_age
NH,1992-05-01,276305.6019833694,,,,,,,,,,,,,,,,,,
NH,1992-06-01,352274.8720248413,,,,,,,,,,,,,,,,,,
NH,1992-07-01,428355.7267745317,,,,,,,,,,,,,,,,,,
NH,1992-08-01,416551.2744999996,,,,,,,,,,,,,,,,,,
NH,1992-09-01,333569.2438908589,,,,,,,,,,,,,,,,,,
NH,1992-10-01,306265.4152958406,,,,,,,,,,,,,,,,,,
NH,1992-11-01,321192.44756589853,,,,,,,,,,,,,,,,,,
NH,1992-12-01,402280.1530127704,,,,,,,,,,,,,,,,8.03,,
NH,1993-01-01,476296.3904170795,,,,,,,,,,,,,,,,,,
NH,1993-02-01,393060.3050824096,,,,,,,,,,,,,,,,,,
NH,1993-03-01,354484.7462236735,,,,,,,,,,,,,,,,,,
NH,1993-04-01,284420.24746974115,,,,,,,,,,,,,,,,,,
NH,1993-05-01,287203.2304496801,,,,,,,,,,,,,,,,,,
NH,1993-06-01,366168.7657634668,,,,,,,,,,,,,,,,,,
NH,1993-07-01,445250.2867410947,,,,,,,,,,,,,,,,,,
NH,1993-08-01,432980.2610789341,,,,,,,,,,,,,,,,,,
NH,1993-09-01,346725.3784810275,,,,,,,,,,,,,,,,,,
NH,1993-10-01,318344.6734940703,,,,,,,,,,,,,,,,,,
NH,1993-11-01,333860.4352383628,,,,,,,,,,,,,,,,,,
NH,1993-12-01,418146.2795604603,,,,,,,,,,,,,,,,,,
NH,1994-01-01,470134.8053787589,,,,,,,,,,,,,,,,,,
NH,1994-02-01,387975.4996048104,,,,,,,,,,,,,,,,,,
NH,1994-03-01,349898.9715829461,,,,,,,,,,,,,,,,,,
NH,1994-04-01,280740.8588019614,,,,,,,,,,,,,,,,,,
NH,1994-05-01,283487.8398582325,,,,,,,,,,,,,,,,,,
NH,1994-06-01,361431.8413734817,,,,,,,,,,,,,,,,,,
NH,1994-07-01,439490.3281096856,,,,,,,,,,,,,,,,,,
NH,1994-08-01,427379.0330364207,,,,,,,,,,,,,,,,,,
NH,1994-09-01,342239.9825228848,,,,,,,,,,,,,,,,,,
NH,1994-10-01,314226.423142619,,,,,,,,,,,,,,,,,,
NH,1994-11-01,329541.4659913976,,,,,,,,,,,,,,,,,,
NH,1994-12-01,412736.95059680176,,,,,,,,,,,,,,,,,,
NH,1995-01-01,463633.4926605934,,,,,,,,,,,,,,,,,,
NH,1995-02-01,382610.33620686695,,,,,,,,,,,,,,,,,,
NH,1995-03-01,345060.35379077354,,,,,,,,,,,,,,,,,,
NH,1995-04-01,276858.60185149487,,,,,,,,,,,,,,,,,,
NH,1995-05-01,279567.5959672685,,,,,,,,,,,,,,,,,,
NH,1995-06-01,356433.73997748253,,,,,,,,,,,,,,,,,,
NH,1995-07-01,433412.7860367298,,,,,,,,,,,,,,,,,,
NH,1995-08-01,421468.9733872133,,,,,,,,,,,,,,,,,,
NH,1995-09-01,337507.2779335102,,,,,,,,,,,,,,,,,,
NH,1995-10-01,309881.1072506911,,,,,,,,,,,,,,,,,,
NH,1995-11-01,324984.36428460793,,,,,,,,,,,,,,,,,,
NH,1995-12-01,407029.3706527684,,,,,,,,,,,,,,,,,,
NH,1996-01-01,441153.1168404655,,,,,,,,,,,,,,,,,,
NH,1996-02-01,364058.5613960414,,,,,,,,,,,,,,,,,,
NH,1996-03-01,328329.27944726933,,,,,,,,,,,,,,,,,,
NH,1996-04-01,263434.4521358638,,,,,,,,,,,,,,,,,,
NH,1996-05-01,266012.0942100331,,,,,,,,,,,,,,,,,,
NH,1996-06-01,339151.1998752009,,,,,,,,,,,,,,,,,,
NH,1996-07-01,412397.7332642438,,,,,,,,,,,,,,,,,,
NH,1996-08-01,401033.0448612209,,,,,,,,,,,,,,,,,,
NH,1996-09-01,321142.43248968024,,,,,,,,,,,,,,,,,,
NH,1996-10-01,294855.78259052336,,,,,,,,,,,,,,,,,,
NH,1996-11-01,309226.7221805859,,,,,,,,,,,,,,,,,,
NH,1996-12-01,387293.5807088722,,,,,,,,,,,,,,,,16.42,,
NH,1997-01-01,604137.75,,,,,,,,,,,,,,,,,,
NH,1997-02-01,450529.05,,,,,,,,,,,,,,,,,,
NH,1997-03-01,492229.7,,,,,,,,,,,,,,,,,,
NH,1997-04-01,374704.375,,,,,,,,,,,,,,,,,,
NH,1997-05-01,570356.7,,,,,,,,,,,,,,,,,,
NH,1997-06-01,563380.85,,,,,,,,,,,,,,,,,,
NH,1997-07-01,466460.0,,,,,,,,,,,,,,,,,,
NH,1997-08-01,468050.775,,,,,,,,,,,,,,,,,,
NH,1997-09-01,416540.075,,,,,,,,,,,,,,,,,,
NH,1997-10-01,438434.075,,,,,,,,,,,,,,,,,,
NH,1997-11-01,473827.075,,,,,,,,,,,,,,,,,,
NH,1997-12-01,625549.7,,,,,,,,,,,,,,,,,,
NH,1998-01-01,599221.05,,,,,,,,,,,,,,,,,,
NH,1998-02-01,382817.925,,,,,,,,,,,,,,,,,,
NH,1998-03-01,292669.125,,,,,,,,,,,,,,,,,,
NH,1998-04-01,340999.525,,,,,,,,,,,,,,,,,,
NH,1998-05-01,526019.4500000001,,,,,,,,,,,,,,,,,,
NH,1998-06-01,511387.275,,,,,,,,,,,,,,,,,,
NH,1998-07-01,524497.725,,,,,,,,,,,,,,,,,,
NH,1998-08-01,583310.125,,,,,,,,,,,,,,,,,,
NH,1998-09-01,440958.8000000001,,,,,,,,,,,,,,,,,,
NH,1998-10-01,361054.875,,,,,,,,,,,,,,,,,,
NH,1998-11-01,480742.5500000001,,,,,,,,,,,,,,,,,,
NH,1998-12-01,587447.15,,,,,,,,,,,,,,,,16.96,,
NH,1999-01-01,670213.775,,,,,,,,,,,,,,,,,,
NH,1999-02-01,446706.0,,,,,,,,,,,,,,,,,,
NH,1999-03-01,483399.775,,,,,,,,,,,,,,,,,,
NH,1999-04-01,516116.3000000001,,,,,,,,,,,,,,,,,,
NH,1999-05-01,477982.15,,,,,,,,,,,,,,,,,,
NH,1999-06-01,400258.975,,,,,,,,,,,,,,,,,,
NH,1999-07-01,563417.45,,,,,,,,,,,,,,,,,,
NH,1999-08-01,460945.875,,,,,,,,,,,,,,,,,,
NH,1999-09-01,270509.925,,,,,,,,,,,,,,,,,,
NH,1999-10-01,391775.975,,,,,,,,,,,,,,,,,,
NH,1999-11-01,392475.9250000001,,,,,,,,,,,,,,,,,,
NH,1999-12-01,504421.35,,,,,,,,,,,,,,,,,,
NH,2000-01-01,584029.2050000001,,,,,,,,,,,,,,,,,,
NH,2000-02-01,495256.576,,,,,,,,,,,,,,,,,,
NH,2000-03-01,471132.166,,,,,,,,,,,,,,,,,,
NH,2000-04-01,321080.747,,,,,,,,,,,,,,,,,,
NH,2000-05-01,329931.124,,,,,,,,,,,,,,,,,,
NH,2000-06-01,460875.741,,,,,,,,,,,,,,,,,,
NH,2000-07-01,424942.95,,,,,,,,,,,,,,,,,,
NH,2000-08-01,418612.128,,,,,,,,,,,,,,,,,,
NH,2000-09-01,408933.467,,,,,,,,,,,,,,,,,,
NH,2000-10-01,451726.826,,,,,,,,,,,,,,,,,,
NH,2000-11-01,409203.485,,,,,,,,,,,,,,,,,,
NH,2000-12-01,403005.921,,,,,,,,,,,,,,,,,,
NH,2001-01-01,431488.524,,,,,,,,,,,,,,,,,,
NH,2001-02-01,378368.478,,,,,,,,,,,,,,,,,,
NH,2001-03-01,366469.705,,,,,,,,,,,,,,,,,,
NH,2001-04-01,361687.758,,,,,,,,,,,,,,,,,,
NH,2001-05-01,230847.428,,,,,,,,,,,,,,,,,,
NH,2001-06-01,414505.3490000001,,,,,,,,,,,,,,,,,,
NH,2001-07-01,448578.218,,,,,,,,,,,,,,,,,,
NH,2001-08-01,494291.106,,,,,,,,,,,,,,,,,,
NH,2001-09-01,439698.063,,,,,,,,,,,,,,,,,,
NH,2001-10-01,493597.795,,,,,,,,,,,,,,,,,,
NH,2001-11-01,431602.303,,,,,,,,,,,,,,,,,,
NH,2001-12-01,371310.949,,,,,,,,,,,,,,,,,,
NH,2002-01-01,441525.511,,,,,,,,,,,,,,,,,,
NH,2002-02-01,328325.639,,,,,,,,,,,,,,,,,,
NH,2002-03-01,406382.324,,,,,,,,,,,,,,,,,,
NH,2002-04-01,309201.24,,,,,,,,,,,,,,,,,,
NH,2002-05-01,352337.49600000004,,,,,,,,,,,,,,,,,,
NH,2002-06-01,448786.024,,,,,,,,,,,,,,,,,,
NH,2002-07-01,526382.614,,,,,,,,,,,,,,,,,,
NH,2002-08-01,591086.411,,,,,,,,,,,,,,,,,,
NH,2002-09-01,456889.506,,,,,,,,,,,,,,,,,,
NH,2002-10-01,508090.414,,,,,,,,,,,,,,,,,,
NH,2002-11-01,512831.554,,,,,,,,,,,,,,,,,,
NH,2002-12-01,675153.168,,,,,,,,,,,,,,,,10.16,,
NH,2003-01-01,763317.267,,,,,,,,,,,,,,,,,,
NH,2003-02-01,672034.277,,,,,,,,,,,,,,,,,,
NH,2003-03-01,670784.446,,,,,,,,,,,,,,,,,,
NH,2003-04-01,495995.734,,,,,,,,,,,,,,,,,,
NH,2003-05-01,517001.71,,,,,,,,,,,,,,,,,,
NH,2003-06-01,668426.041,,,,,,,,,,,,,,,,,,
NH,2003-07-01,728646.48,,,,,,,,,,,,,,,,,,
NH,2003-08-01,932558.909,,,,,,,,,,,,,,,,,,
NH,2003-09-01,754079.9859999999,,,,,,,,,,,,,,,,,,
NH,2003-10-01,840892.75,,,,,,,,,,,,,,,,,,
NH,2003-11-01,634141.0920000001,,,,,,,,,,,,,,,,,,
NH,2003-12-01,800502.11,,,,,,,,,,,,,,,,,,
NH,2004-01-01,871079.571,,,,,,,,,,,,,,,,,,
NH,2004-02-01,812783.619,,,,,,,,,,,,,,,,,,
NH,2004-03-01,647916.256,,,,,,,,,,,,,,,,,,
NH,2004-04-01,632564.509,,,,,,,,,,,,,,,,,,
NH,2004-05-01,563182.907,,,,,,,,,,,,,,,,,,
NH,2004-06-01,763653.6529999999,,,,,,,,,,,,,,,,,,
NH,2004-07-01,785404.396,,,,,,,,,,,,,,,,,,
NH,2004-08-01,792962.959,,,,,,,,,,,,,,,,,,
NH,2004-09-01,775475.233,,,,,,,,,,,,,,,,,,
NH,2004-10-01,487900.068,,,,,,,,,,,,,,,,,,
NH,2004-11-01,808601.327,,,,,,,,,,,,,,,,,,
NH,2004-12-01,871011.172,,,,,,,,,,,,,,,,16.54,,
NH,2005-01-01,888742.059,,,,,,,,,,,,,,,,,,
NH,2005-02-01,829592.329,,,,,,,,,,,,,,,,,,
NH,2005-03-01,679046.286,,,,,,,,,,,,,,,,,,
NH,2005-04-01,617788.167,,,,,,,,,,,,,,,,,,
NH,2005-05-01,549655.535,,,,,,,,,,,,,,,,,,
NH,2005-06-01,737987.853,,,,,,,,,,,,,,,,,,
NH,2005-07-01,935942.536,,,,,,,,,,,,,,,,,,
NH,2005-08-01,971033.135,,,,,,,,,,,,,,,,,,
NH,2005-09-01,721735.672,,,,,,,,,,,,,,,,,,
NH,2005-10-01,578870.883,,,,,,,,,,,,,,,,,,
NH,2005-11-01,719576.21,,,,,,,,,,,,,,,,,,
NH,2005-12-01,742056.497,,,,,,,,,,,,,,,,,,
NH,2006-01-01,852737.76,,,,,,,,,,,,,,,,,,
NH,2006-02-01,644309.424,,,,,,,,,,,,,,,,,,
NH,2006-03-01,780989.77,,,,,,,,,,,,,,,,,,
NH,2006-04-01,469067.864,,,,,,,,,,,,,,,,,,
NH,2006-05-01,295862.609,,,,,,,,,,,,,,,,,,
NH,2006-06-01,492679.964,,,,,,,,,,,,,,,,,,
NH,2006-07-01,686294.411,,,,,,,,,,,,,,,,,,
NH,2006-08-01,748391.452,,,,,,,,,,,,,,,,,,
NH,2006-09-01,601551.14,,,,,,,,,,,,,,,,,,
NH,2006-10-01,737258.682,,,,,,,,,,,,,,,,,,
NH,2006-11-01,575927.271,,,,,,,,,,,,,,,,,,
NH,2006-12-01,683813.0009999999,,,,,,,,,,,,,,,,,,
NH,2007-01-01,776131.502,,,,,,,,,,,,,,,,,,
NH,2007-02-01,659176.644,,,,,,,,,,,,,,,,,,
NH,2007-03-01,565618.796,,,,,,,,,,,,,,,,,,
NH,2007-04-01,506047.23,,,,,,,,,,,,,,,,,,
NH,2007-05-01,401053.688,,,,,,,,,,,,,,,,,,
NH,2007-06-01,662778.586,,,,,,,,,,,,,,,,,,
NH,2007-07-01,787173.0380000001,,,,,,,,,,,,,,,,,,
NH,2007-08-01,788232.272,,,,,,,,,,,,,,,,,,
NH,2007-09-01,708682.569,,,,,,,,,,,,,,,,,,
NH,2007-10-01,634346.976,,,,,,,,,,,,,,,,,,
NH,2007-11-01,643869.525,,,,,,,,,,,,,,,,,,
NH,2007-12-01,712402.004,,,,,,,,,,,,,,,,,,
NH,2008-01-01,729228.185,,,,,,,,,,,,,,,,,,
NH,2008-02-01,669618.1849999999,,,,,,,,,,,,,,,,,,
NH,2008-03-01,715968.932,,,,,,,,,,,,,,,,,,
NH,2008-04-01,396027.815,,,,,,,,,,,,,,,,,,
NH,2008-05-01,497610.791,,,,,,,,,,,,,,,,,,
NH,2008-06-01,581926.982,,,,,,,,,,,,,,,,,,
NH,2008-07-01,702687.877,,,,,,,,,,,,,,,,,,
NH,2008-08-01,736466.415,,,,,,,,,,,,,,,,,,
NH,2008-09-01,631370.586,,,,,,,,,,,,,,,,,,
NH,2008-10-01,618984.714,,,,,,,,,,,,,,,,,,
NH,2008-11-01,674281.12,,,,,,,,,,,,,,,,,,
NH,2008-12-01,684785.823,,,,,,,,,,,,,,,,11.31,,
NH,2009-01-01,850472.5430000001,,,,,,,,,,,,,,,,,,
NH,2009-02-01,629819.8319999999,,,,,,,,,,,,,,,,,,
NH,2009-03-01,564707.56,,,,,,,,,,,,,,,,,,
NH,2009-04-01,526391.096,,,,,,,,,,,,,,,,,,
NH,2009-05-01,580603.244,,,,,,,,,,,,,,,,,,
NH,2009-06-01,484406.869,,,,,,,,,,,,,,,,,,
NH,2009-07-01,551821.367,,,,,,,,,,,,,,,,,,
NH,2009-08-01,397931.596,,,,,,,,,,,,,,,,,,
NH,2009-09-01,307029.26900000003,,,,,,,,,,,,,,,,,,
NH,2009-10-01,342117.541,,,,,,,,,,,,,,,,,,
NH,2009-11-01,395625.644,,,,,,,,,,,,,,,,,,
NH,2009-12-01,706129.306,,,,,,,,,,,,,,,,,,
NH,2010-01-01,614917.851,,,,,,,,,,,,,,,,,,
NH,2010-02-01,516110.328,,,,,,,,,,,,,,,,,,
NH,2010-03-01,498054.319,,,,,,,,,,,,,,,,,,
NH,2010-04-01,296198.27,,,,,,,,,,,,,,,,,,
NH,2010-05-01,406507.899,,,,,,,,,,,,,,,,,,
NH,2010-06-01,569976.118,,,,,,,,,,,,,,,,,,
NH,2010-07-01,697897.5430000001,,,,,,,,,,,,,,,,,,
NH,2010-08-01,700101.62,,,,,,,,,,,,,,,,,,
NH,2010-09-01,598540.51,,,,,,,,,,,,,,,,,,
NH,2010-10-01,289652.74,,,,,,,,,,,,,,,,,,
NH,2010-11-01,510386.371,,,,,,,,,,,,,,,,,,
NH,2010-12-01,721959.659,,,,,,,,,,,,,,,,15.02,,
NH,2011-01-01,667269.115,,,,,,,,,,,,,,,,,,
NH,2011-02-01,700137.126,,,,,,,,,,,,,,,,,,
NH,2011-03-01,603566.934,,,,,,,,,,,,,,,,,,
NH,2011-04-01,465290.747,,,,,,,,,,,,,,,,,,
NH,2011-05-01,360806.473,,,,,,,,,,,,,,,,,,
NH,2011-06-01,452339.543,,,,,,,,,,,,,,,,,,
NH,2011-07-01,662460.462,,,,,,,,,,,,,,,,,,
NH,2011-08-01,501372.232,,,,,,,,,,,,,,,,,,
NH,2011-09-01,324841.802,,,,,,,,,,,,,,,,,,
NH,2011-10-01,277067.565,,,,,,,,,,,,,,,,,,
NH,2011-11-01,481802.46,,,,,,,,,,,,,,,,,,
NH,2011-12-01,499579.488,,,,,,,,,,,,,,,,,,
NH,2012-01-01,712291.736,,,,,,,,,,,,,,,,,,
NH,2012-02-01,539922.977,,,,,,,,,,,,,,,,,,
NH,2012-03-01,360838.666,,,,,,,,,,,,,,,,,,
NH,2012-04-01,223971.133,,,,,,,,,,,,,,,,,,
NH,2012-05-01,335466.871,,,,,,,,,,,,,,,,,,
NH,2012-06-01,359986.74100000004,,,,,,,,,,,,,,,,,,
NH,2012-07-01,628089.698,,,,,,,,,,,,,,,,,,
NH,2012-08-01,487692.907,,,,,,,,,,,,,,,,,,
NH,2012-09-01,320881.712,,,,,,,,,,,,,,,,,,
NH,2012-10-01,316477.058,,,,,,,,,,,,,,,,,,
NH,2012-11-01,324143.974,,,,,,,,,,,,,,,,,,
NH,2012-12-01,570838.627,,,,,,,,,,,,,,,,,,
NH,2013-01-01,617241.6969999999,,,,,,,,,,,,,,,,,,
NH,2013-02-01,575001.989,,,,,,,,,,,,,,,,,,
NH,2013-03-01,497542.693,,,,,,,,,,,,,,,,,,
NH,2013-04-01,43803.955,,,,,,,,,,,,,,,,,,
NH,2013-05-01,146138.439,,,,,,,,,,,,,,,,,,
NH,2013-06-01,313363.276,,,,,,,,,,,,,,,,,,
NH,2013-07-01,522551.929,,,,,,,,,,,,,,,,,,
NH,2013-08-01,315276.804,,,,,,,,,,,,,,,,,,
NH,2013-09-01,261647.563,,,,,,,,,,,,,,,,,,
NH,2013-10-01,173597.446,,,,,,,,,,,,,,,,,,
NH,2013-11-01,235903.846,,,,,,,,,,,,,,,,,,
NH,2013-12-01,504320.589,,,,,,,,,,,,,,,,,,
NH,2014-01-01,559654.013,,,,,,,,,,,,,,,,,,
NH,2014-02-01,432355.035,,,,,,,,,,,,,,,,,,
NH,2014-03-01,557383.596,,,,,,,,,,,,,,,,,,
NH,2014-04-01,295055.265,,,,,,,,,,,,,,,,,,
NH,2014-05-01,281321.618,,,,,,,,,,,,,,,,,,
NH,2014-06-01,278226.763,,,,,,,,,,,,,,,,,,
NH,2014-07-01,412262.114,,,,,,,,,,,,,,,,,,
NH,2014-08-01,271400.971,,,,,,,,,,,,,,,,,,
NH,2014-09-01,296717.045,,,,,,,,,,,,,,,,,,
NH,2014-10-01,320173.724,,,,,,,,,,,,,,,,,,
NH,2014-11-01,386550.137,,,,,,,,,,,,,,,,,,
NH,2014-12-01,378449.244,,,,,,,,,,,,,,,,16.07,,
NH,2015-01-01,681051.38,,,,,,,,,,,,,,,,,,
NH,2015-02-01,731810.604,,,,,,,,,,,,,,,,,,
NH,2015-03-01,514937.211,,,,,,,,,,,,,,,,,,
NH,2015-04-01,275459.183,,,,,,,,,,,,,,,,,,
NH,2015-05-01,354160.0,,,,,,,,,,,,,,,,,,
NH,2015-06-01,313141.586,,,,,,,,,,,,,,,,,,
NH,2015-07-01,405428.475,,,,,,,,,,,,,,,,,,
NH,2015-08-01,399151.543,,,,,,,,,,,,,,,,,,
NH,2015-09-01,372089.89,,,,,,,,,,,,,,,,,,
NH,2015-10-01,320605.672,,,,,,,,,,,,,,,,,,
NH,2015-11-01,342799.742,,,,,,,,,,,,,,,,,,
NH,2015-12-01,314922.275,,,,,,,,,,,,,,,,,,
NH,2016-01-01,361460.663,,,,,,,,,,,,,,,,,,
NH,2016-02-01,253782.709,,,,,,,,,,,,,,,,,,
NH,2016-03-01,160809.049,,,,,,,,,,,,,,,,,,
NH,2016-04-01,271010.621,,,,,,,,,,,,,,,,,,
NH,2016-05-01,295848.085,,,,,,,,,,,,,,,,,,
NH,2016-06-01,290732.85,,,,,,,,,,,,,,,,,,
NH,2016-07-01,494986.637,,,,,,,,,,,,,,,,,,
NH,2016-08-01,587943.936,,,,,,,,,,,,,,,,,,
NH,2016-09-01,371208.584,,,,,,,,,,,,,,,,,,
NH,2016-10-01,258955.846,,,,,,,,,,,,,,,,,,
NH,2016-11-01,325151.917,,,,,,,,,,,,,,,,,,
NH,2016-12-01,439191.739,,,,,,,,,,,,,,,,9.57,,
NH,2017-01-01,249041.723,,,,,,,,,,,,,,,,,,
NH,2017-02-01,214289.057,,,,,,,,,,,,,,,,,,
NH,2017-03-01,238350.848,,,,,,,,,,,,,,,,,,
NH,2017-04-01,271858.511,,,,,,,,,,,,,,,,,,
NH,2017-05-01,236540.19,,,,,,,,,,,,,,,,,,
NH,2017-06-01,321003.668,,,,,,,,,,,,,,,,,,
NH,2017-07-01,321112.863,,,,,,,,,,,,,,,,,,
NH,2017-08-01,317023.623,,,,,,,,,,,,,,,,,,
NH,2017-09-01,280475.32200000004,,,,,,,,,,,,,,,,,,
NH,2017-10-01,188871.335,,,,,,,,,,,,,,,,,,
NH,2017-11-01,229701.953,,,,,,,,,,,,,,,,,,
NH,2017-12-01,382897.043,,,,,,,,,,,,,,,,,,
NH,2018-01-01,580018.911,,,,,,,,,,,,,,,,,,
NH,2018-02-01,225577.267,,,,,,,,,,,,,,,,,,
NH,2018-03-01,172560.404,,,,,,,,,,,,,,,,,,
NH,2018-04-01,188766.607,,,,,,,,,,,,,,,,,,
NH,2018-05-01,137013.991,,,,,,,,,,,,,,,,,,
NH,2018-06-01,321090.409,,,,,,,,,,,,,,,,,,
NH,2018-07-01,436503.2,,,,,,,,,,,,,,,,,,
NH,2018-08-01,413467.8000000001,,,,,,,,,,,,,,,,,,
NH,2018-09-01,273417.292,,,,,,,,,,,,,,,,,,
NH,2018-10-01,278772.527,,,,,,,,,,,,,,,,,,
NH,2018-11-01,296578.44,,,,,,,,,,,,,,,,,,
NH,2018-12-01,261208.683,,,,,,,,,,,,,,,,,,
NH,2019-01-01,355908.954,,,,,,,,,,,,,,,,,,
NH,2019-02-01,185708.98,,,,,,,,,,,,,,,,,,
NH,2019-03-01,232677.489,,,,,,,,,,,,,,,,,,
NH,2019-04-01,198895.12,,,,,,,,,,,,,,,,,,
NH,2019-05-01,149567.124,,,,,,,,,,,,,,,,,,
NH,2019-06-01,296111.254,,,,,,,,,,,,,,,,,,
NH,2019-07-01,427416.831,,,,,,,,,,,,,,,,,,
NH,2019-08-01,372570.28,,,,,,,,,,,,,,,,,,
NH,2019-09-01,249903.202,,,,,,,,,,,,,,,,,,
NH,2019-10-01,267145.694,,,,,,,,,,,,,,,,,,
NH,2019-11-01,226328.782,,,,,,,,,,,,,,,,,,
NH,2019-12-01,318726.257,,,,,,,,,,,,,,,,,,
NH,2020-01-01,257169.953,,,,,,,,,,,,,,,,,,
NH,2020-02-01,187234.162,,,,,,,,,,,,,,,,,,
NH,2020-03-01,155033.082,,,,,,,,,,,,,,,,,,
NH,2020-04-01,163656.707,,,,,,,,,,,,,,,,,,
NH,2020-05-01,160466.147,,,,,,,,,,,,,,,,,,
NH,2020-06-01,259017.675,,,,,,,,,,,,,,,,,,
NH,2020-07-01,341562.679,,,,,,,,,,,,,,,,,,
NH,2020-08-01,268934.565,,,,,,,,,,,,,,,,,,
NH,2020-09-01,243393.501,,,,,,,,,,,,,,,,,,
NH,2020-10-01,192880.602,,,,,,,,,,,,,,,,,,
NH,2020-11-01,178927.881,,,,,,,,,,,,,,,,,,
NH,2020-12-01,211551.0,,,,,,,,,,,,,,,,10.25,,
NH,2021-01-01,251173.201,,,,,,,,,,,,,,,,,,
NH,2021-02-01,372780.941,,,,,,,,,,,,,,,,,,
NH,2021-03-01,175222.31,,,,,,,,,,,,,,,,,,
NH,2021-04-01,152372.361,,,,,,,,,,,,,,,,,,
NH,2021-05-01,216079.309,,,,,,,,,,,,,,,,,,
NH,2021-06-01,321971.36100000003,,,,,,,,,,,,,,,,,,
NH,2021-07-01,349882.721,,,,,,,,,,,,,,,,,,
NH,2021-08-01,387252.774,,,,,,,,,,,,,,,,,,
NH,2021-09-01,335697.409,,,,,,,,,,,,,,,,,,
NH,2021-10-01,294928.064,,,,,,,,,,,,,,,,,,
NH,2021-11-01,172634.106,,,,,,,,,,,,,,,,,,
NH,2021-12-01,203030.166,,,,,,,,,,,,,,,,,,
NH,2022-01-01,529329.889,,,,,,,,,,,,,,,,,,
NH,2022-02-01,278217.033,,,,,,,,,,,,,,,,,,
NH,2022-03-01,200348.828,,,,,,,,,,,,,,,,,,
NH,2022-04-01,236502.829,,,,,,,,,,,,,,,,,,
NH,2022-05-01,310961.023,,,,,,,,,,,,,,,,,,
NH,2022-06-01,307077.315,,,,,,,,,,,,,,,,,,
NH,2022-07-01,361278.676,,,,,,,,,,,,,,,,,,
NH,2022-08-01,384269.952,,,,,,,,,,,,,,,,,,
NH,2022-09-01,254424.657,,,,,,,,,,,,,,,,,,
NH,2022-10-01,206488.098,,,,,,,,,,,,,,,,,,
NH,2022-11-01,128628.562,,,,,,,,,,,,,,,,,,
NH,2022-12-01,286542.014,,,,,,,,,,,,,,,,,,
NH,2023-01-01,204408.225,,,,,,,,,,,,,,,,,,
NH,2023-02-01,258122.72,,,,,,,,,,,,,,,,,,
NH,2023-03-01,185722.907,,,,,,,,,,,,,,,,,,
NH,2023-04-01,273722.314,,,,,,,,,,,,,,,,,,
NH,2023-05-01,182357.72,,,,,,,,,,,,,,,,,,
NH,2023-06-01,280860.754,,,,,,,,,,,,,,,,,,
NH,2023-07-01,383799.804,,,,,,,,,,,,,,,,,,
NH,2023-08-01,277254.727,,,,,,,,,,,,,,,,,,
NH,2023-09-01,251510.705,,,,,,,,,,,,,,,,,,
NH,2023-10-01,253078.947,,,,,,,,,,,,,,,,,,
NH,2023-11-01,156702.304,,,,,,,,,,,,,,,,,,
NH,2023-12-01,180486.067,,,,,,,,,,,,,,,,,,
NH,2024-01-01,256074.736,,,,,,,,,,,,,,,,,,
NH,2024-02-01,143155.68099999998,,,,,,,,,,,,,,,,,,
NH,2024-03-01,176739.175,,,,,,,,,,,,,,,,,,
NH,2024-04-01,136524.21899999998,,,,,,,,,,,,,,,,,,
NH,2024-05-01,172087.29,,,,,,,,,,,,,,,,,,
NH,2024-06-01,301580.676,,,,,,,,,,,,,,,,,,
NH,2024-07-01,250028.906,,,,,,,,,,,,,,,,,,
NH,2024-08-01,369531.953,,,,,,,,,,,,,,,,,,
NH,2024-09-01,295083.49,,,,,,,,,,,,,,,,,,
NH,2024-10-01,317481.34199999995,,,,,,,,,,,,,,,,,,
NH,2024-11-01,105197.797,,,,,,,,,,,,,,,,,,
NH,2024-12-01,356022.169,,,,,,,,,,,,,,,,,,
NJ,1990-01-01,978464.5033425929,,,,,,,,,,,,,,,,,,
NJ,1990-02-01,856214.8031304519,,,,,,,,,,,,,,,,,,
NJ,1990-03-01,870548.3337715837,,,,,,,,,,,,,,,,,,
NJ,1990-04-01,805518.5867956191,,,,,,,,,,,,,,,,,,
NJ,1990-05-01,821864.95352848,,,,,,,,,,,,,,,,,,
NJ,1990-06-01,1138851.526981965,,,,,,,,,,,,,,,,,,
NJ,1990-07-01,1532887.8082376767,,,,,,,,,,,,,,,,,,
NJ,1990-08-01,1407072.6089159243,,,,,,,,,,,,,,,,,,
NJ,1990-09-01,1046697.3285185648,,,,,,,,,,,,,,,,,,
NJ,1990-10-01,941564.087625397,,,,,,,,,,,,,,,,,,
NJ,1990-11-01,852218.807722417,,,,,,,,,,,,,,,,,,
NJ,1990-12-01,927987.6514293266,,,,,,,,,,,,,,,,9.48,,
NJ,1991-01-01,957794.6172343312,,,,,,,,,,,,,,,,,,
NJ,1991-02-01,838127.4198840945,,,,,,,,,,,,,,,,,,
NJ,1991-03-01,852158.1572763456,,,,,,,,,,,,,,,,,,
NJ,1991-04-01,788502.151973227,,,,,,,,,,,,,,,,,,
