state,date,monthly_emissions
MN,2015-02,2884297.315
MN,2015-03,2470975.564
MN,2015-04,1891213.926
MN,2015-05,2426108.6539999996
MN,2015-06,2749345.033
MN,2015-07,3246824.461
MN,2015-08,2536712.254
MN,2015-09,2379331.019
MN,2015-10,2245182.6010000003
MN,2015-11,2480468.344
MN,2015-12,2770926.0239999997
MN,2016-01,3099864.156
MN,2016-02,2497983.017
MN,2016-03,2193143.476
MN,2016-04,1822022.6970000002
MN,2016-05,2167256.59
MN,2016-06,2475677.043
MN,2016-07,3002106.197
MN,2016-08,3234761.034
MN,2016-09,2591094.608
MN,2016-10,2362791.964
MN,2016-11,2599925.524
MN,2016-12,2938167.486
MN,2017-01,2980963.425
MN,2017-02,2255985.054
MN,2017-03,2209021.259
MN,2017-04,1564813.777
MN,2017-05,2053873.759
MN,2017-06,2385201.437
MN,2017-07,3093901.214
MN,2017-08,2811465.5190000003
MN,2017-09,2366763.696
MN,2017-10,2261347.113
MN,2017-11,2846073.092
MN,2017-12,2809900.206
MN,2018-01,2971165.1180000002
MN,2018-02,2384204.817
MN,2018-03,2272549.012
MN,2018-04,1890429.91
MN,2018-05,2323450.073
MN,2018-06,2513842.198
MN,2018-07,3011016.276
MN,2018-08,2847277.6309999996
MN,2018-09,2447414.987
MN,2018-10,2433140.7800000003
MN,2018-11,2814864.1270000003
MN,2018-12,2795898.196
MN,2019-01,2666248.825
MN,2019-02,2201723.819
MN,2019-03,1818312.747
MN,2019-04,1715304.074
MN,2019-05,2038456.48
MN,2019-06,2355318.16
MN,2019-07,2836927.472
MN,2019-08,2412808.222
MN,2019-09,1972598.7889999999
MN,2019-10,1712837.037
MN,2019-11,2142754.431
MN,2019-12,2194431.2090000003
MN,2020-01,2173545.7539999997
MN,2020-02,1654612.605
MN,2020-03,1479838.135
MN,2020-04,921074.495
MN,2020-05,1021608.87
MN,2020-06,1467311.9510000001
MN,2020-07,2869692.866
MN,2020-08,2539664.5069999998
MN,2020-09,1685522.3969999999
MN,2020-10,1878560.864
MN,2020-11,1804480.0829999999
MN,2020-12,2277187.9609999997
MN,2021-01,2076864.408
MN,2021-02,2658613.987
MN,2021-03,1443729.752
MN,2021-04,1056066.958
MN,2021-05,1170199.88
MN,2021-06,2340009.882
MN,2021-07,2959376.517
MN,2021-08,3097553.824
MN,2021-09,1762113.4959999998
MN,2021-10,1882585.461
MN,2021-11,1671521.957
MN,2021-12,2147082.2339999997
MN,2022-01,2852157.142
MN,2022-02,2133869.976
MN,2022-03,1607651.7210000001
MN,2022-04,849906.638
MN,2022-05,783310.476
MN,2022-06,2004191.744
MN,2022-07,2989071.249
MN,2022-08,2619062.138
MN,2022-09,1598078.852
MN,2022-10,1596742.187
MN,2022-11,1521807.3900000001
MN,2022-12,2250191.12
MN,2023-01,2152869.0500000003
MN,2023-02,1110583.482
MN,2023-03,1476562.127
MN,2023-04,1093484.756
MN,2023-05,1203816.058
MN,2023-06,2198782.485
MN,2023-07,2410560.931
MN,2023-08,2070106.943
MN,2023-09,1544270.0489999999
MN,2023-10,1696533.962
MN,2023-11,1924262.7689999999
MN,2023-12,2016871.5750000002
MN,2024-01,2597248.798
MN,2024-02,1537069.687
MN,2024-03,1350829.582
MN,2024-04,1052161.04
MN,2024-05,1058297.71
MN,2024-06,1587034.636
MN,2024-07,2462885.914
MN,2024-08,2195173.338
MN,2024-09,1605035.06
MN,2024-10,993638.968
MN,2024-11,1522513.954
MN,2024-12,2071917.979
MO,1990-01,4415538.355307934
MO,1990-02,3812985.168779609
MO,1990-03,3626390.6496217977
MO,1990-04,3330342.399126184
MO,1990-05,3662589.8955999934
MO,1990-06,4259368.935506558
MO,1990-07,4803837.866163578
MO,1990-08,4812146.382249187
MO,1990-09,3936145.027746528
MO,1990-10,3654182.6170401615
MO,1990-11,3648194.541106215
MO,1990-12,4160555.161752256
MO,1991-01,4439625.48213259
MO,1991-02,3833785.3181499615
MO,1991-03,3646172.910461676
MO,1991-04,3348509.692281016
MO,1991-05,3682569.626319798
MO,1991-06,4282604.145233411
MO,1991-07,4830043.1989262905
MO,1991-08,4838397.038654132
MO,1991-09,3957617.024330954
MO,1991-10,3674116.485360271
MO,1991-11,3668095.743976984
MO,1991-12,4183251.334172916
MO,1992-01,4308891.082948799
MO,1992-02,3720891.196295517
MO,1992-03,3538803.442769449
MO,1992-04,3249905.563499599
MO,1992-05,3574128.378406666
MO,1992-06,4156493.5797989233
MO,1992-07,4687812.103491623
MO,1992-08,4695919.946294252
MO,1992-09,3841076.4093719376
MO,1992-10,3565924.1585124424
MO,1992-11,3560080.710914533
MO,1992-12,4060066.427696258
MO,1993-01,3871628.402585106
MO,1993-02,3343298.254976517
MO,1993-03,3179688.615107879
MO,1993-04,2920107.8521468663
MO,1993-05,3211428.8056812147
MO,1993-06,3734696.0711987377
MO,1993-07,4212096.833378246
MO,1993-08,4219381.899042257
MO,1993-09,3451287.1726724776
MO,1993-10,3204057.143192639
MO,1993-11,3198806.683792862
MO,1993-12,3648054.2662251983
MO,1994-01,4544120.602545055
MO,1994-02,3924020.82564218
MO,1994-03,3731992.599274783
MO,1994-04,3427323.3050295245
MO,1994-05,3769245.981809299
MO,1994-06,4383403.466625747
MO,1994-07,4943727.550838509
MO,1994-08,4952278.01424368
MO,1994-09,4050767.1490809433
MO,1994-10,3760593.879927058
MO,1994-11,3754431.428821104
MO,1994-12,4281712.196162118
MO,1995-01,5050906.003005303
MO,1995-02,4361649.277761966
MO,1995-03,4148205.004130162
MO,1995-04,3809557.3092664094
MO,1995-05,4189613.089419636
MO,1995-06,4872264.805378198
MO,1995-07,5495079.322887611
MO,1995-08,5504583.381146424
MO,1995-09,4502531.050476614
MO,1995-10,4179996.05740003
MO,1995-11,4173146.335747208
MO,1995-12,4759232.363380441
MO,1996-01,5273217.564306442
MO,1996-02,4553623.759213475
MO,1996-03,4330784.907719076
MO,1996-04,3977231.907206913
MO,1996-05,4374015.536545435
MO,1996-06,5086713.61818757
MO,1996-07,5736940.815264995
MO,1996-08,5746863.186996471
MO,1996-09,4700706.329732007
MO,1996-10,4363975.218604039
MO,1996-11,4356824.011967292
MO,1996-12,4968706.144256285
MO,1997-01,6369883.356
MO,1997-02,5319475.972
MO,1997-03,4940678.284
MO,1997-04,5066609.326
MO,1997-05,5540257.995
MO,1997-06,5982219.936
MO,1997-07,6811454.697
MO,1997-08,6537388.543
MO,1997-09,5753138.805000001
MO,1997-10,5608450.623
MO,1997-11,5595183.705
MO,1997-12,5912143.757999999
MO,1998-01,6014589.7809999995
MO,1998-02,5559456.175
MO,1998-03,5854132.606
MO,1998-04,5657989.282
MO,1998-05,5759053.278
MO,1998-06,6338752.086
MO,1998-07,7076546.774
MO,1998-08,7136641.952
MO,1998-09,6063472.195
MO,1998-10,5372385.934
MO,1998-11,5468370.557
MO,1998-12,6413979.454
MO,1999-01,6422443.965
MO,1999-02,5221206.775
MO,1999-03,5711227.573
MO,1999-04,4886260.850000001
MO,1999-05,5669477.66
MO,1999-06,6210791.434
MO,1999-07,7164793.562
MO,1999-08,7083842.350000001
MO,1999-09,6092672.035
MO,1999-10,5794358.316
MO,1999-11,5310157.281
MO,1999-12,5975795.608
MO,2000-01,6743785.897
MO,2000-02,5815889.991
MO,2000-03,5052000.195
MO,2000-04,4574246.237
MO,2000-05,5437215.13
MO,2000-06,6233592.961
MO,2000-07,7215752.231
MO,2000-08,7999214.733
MO,2000-09,6090217.686
MO,2000-10,5829078.557
MO,2000-11,6042834.385
MO,2000-12,6890159.524
MO,2001-01,6816903.316
MO,2001-02,5870308.215
MO,2001-03,5455558.882
MO,2001-04,5378472.223
MO,2001-05,5772857.399
MO,2001-06,6135323.531
MO,2001-07,6883606.819999999
MO,2001-08,7508671.165
MO,2001-09,6191470.106
MO,2001-10,6087012.354
MO,2001-11,6061827.583
MO,2001-12,6747730.618
MO,2002-01,6381976.913
MO,2002-02,5002493.4290000005
MO,2002-03,5561613.536
MO,2002-04,5219766.714
MO,2002-05,5348189.229
MO,2002-06,6712586.667
MO,2002-07,7525492.401
MO,2002-08,7702681.674
MO,2002-09,6561493.398
MO,2002-10,6239656.994
MO,2002-11,6540650.964000001
MO,2002-12,7245212.099
MO,2003-01,7263990.189
MO,2003-02,6581604.945
MO,2003-03,6445481.245
MO,2003-04,4953283.229
MO,2003-05,5931689.640000001
MO,2003-06,6891070.5770000005
MO,2003-07,7991044.474
MO,2003-08,8102237.739
MO,2003-09,6205125.535
MO,2003-10,6187100.932
MO,2003-11,6425089.171
MO,2003-12,7183405.578
MO,2004-01,7154705.148
MO,2004-02,6273488.559
MO,2004-03,6205648.784
MO,2004-04,6060555.266
MO,2004-05,6256070.729
MO,2004-06,6731683.718
MO,2004-07,7723133.2530000005
MO,2004-08,7445186.922
MO,2004-09,6948919.759
MO,2004-10,6254858.949
MO,2004-11,6466262.16
MO,2004-12,6902402.152
MO,2005-01,7400887.895
MO,2005-02,6663686.438
MO,2005-03,6482930.624
MO,2005-04,6180576.29
MO,2005-05,6490243.876
MO,2005-06,7067465.583000001
MO,2005-07,7379675.6219999995
MO,2005-08,7760551.6
MO,2005-09,6772888.416
MO,2005-10,6494681.324
MO,2005-11,6383785.048
MO,2005-12,7187673.536
MO,2006-01,7145339.0
MO,2006-02,6669233.422
MO,2006-03,6311884.133
MO,2006-04,5914917.438
MO,2006-05,6556614.309
MO,2006-06,7070987.082
MO,2006-07,7833544.575
MO,2006-08,8019225.728999999
MO,2006-09,6855622.839
MO,2006-10,6577410.9569999995
MO,2006-11,5966351.475
MO,2006-12,7252574.904999999
MO,2007-01,7124639.923
MO,2007-02,6102558.364999999
MO,2007-03,6346810.9350000005
MO,2007-04,6203745.934
MO,2007-05,5941462.488
MO,2007-06,7349112.177
MO,2007-07,7728023.604
MO,2007-08,8385500.947
MO,2007-09,6234277.541
MO,2007-10,6021600.849
MO,2007-11,6216838.0819999995
MO,2007-12,6892541.471
MO,2008-01,6623002.180000001
MO,2008-02,6854400.443
MO,2008-03,6101859.403
MO,2008-04,5933979.67
MO,2008-05,6325318.249
MO,2008-06,6919554.209
MO,2008-07,7734215.693
MO,2008-08,7792393.964
MO,2008-09,6360185.819999999
MO,2008-10,6188147.517
MO,2008-11,5594751.186
MO,2008-12,6579157.88
MO,2009-01,6860518.228
MO,2009-02,5770419.066
MO,2009-03,6343869.482
MO,2009-04,5583483.164
MO,2009-05,5925284.538
MO,2009-06,7127547.325
MO,2009-07,7325404.126
MO,2009-08,7498247.471
MO,2009-09,6462425.699
MO,2009-10,6269579.365999999
MO,2009-11,6135705.143
MO,2009-12,7472092.701
MO,2010-01,7385005.587
MO,2010-02,6315347.4290000005
MO,2010-03,6302146.585
MO,2010-04,6058367.839
MO,2010-05,6775764.163
MO,2010-06,7715024.172
MO,2010-07,7883234.423
MO,2010-08,7973334.98
MO,2010-09,6168908.739
MO,2010-10,5867261.563
MO,2010-11,6615846.403
MO,2010-12,8225188.948
MO,2011-01,8451447.891
MO,2011-02,7334180.454
MO,2011-03,6794055.541999999
MO,2011-04,5855419.353
MO,2011-05,6598525.973
MO,2011-06,8125268.737
MO,2011-07,8682341.652999999
MO,2011-08,8071654.779
MO,2011-09,6888482.649
MO,2011-10,6711978.674
MO,2011-11,6107450.754
MO,2011-12,6810311.217
MO,2012-01,6425136.386
MO,2012-02,6364232.192
MO,2012-03,5916379.397
MO,2012-04,5015203.8040000005
MO,2012-05,6035113.345000001
MO,2012-06,7399423.738
MO,2012-07,8700640.96
MO,2012-08,7758147.175
MO,2012-09,6695655.075
MO,2012-10,5709877.009
MO,2012-11,5641050.247
MO,2012-12,6944777.767
MO,2013-01,6997705.863
MO,2013-02,6137129.903
MO,2013-03,6660647.719
MO,2013-04,6047468.601
MO,2013-05,6290077.367
MO,2013-06,6987010.038
MO,2013-07,7995380.887
MO,2013-08,7692933.864999999
MO,2013-09,6373005.07
MO,2013-10,6039365.302999999
MO,2013-11,6086109.607
MO,2013-12,6668369.106000001
MO,2014-01,7304349.75
MO,2014-02,6435188.044
MO,2014-03,6417541.059
MO,2014-04,4794693.694
MO,2014-05,5985124.885
MO,2014-06,6953889.125
MO,2014-07,7557465.856
MO,2014-08,7802304.095
MO,2014-09,5577585.403
MO,2014-10,5218544.392
MO,2014-11,5729644.035
MO,2014-12,6580101.403
MO,2015-01,7053674.914
MO,2015-02,6474966.58
MO,2015-03,5172631.1559999995
MO,2015-04,4423865.894
MO,2015-05,4693294.354
MO,2015-06,6495000.488
MO,2015-07,7283266.688
MO,2015-08,7045330.098
MO,2015-09,6154584.82
MO,2015-10,5335534.2930000005
MO,2015-11,4798957.464
MO,2015-12,5000046.465
MO,2016-01,6496833.788
MO,2016-02,5369339.3
MO,2016-03,4557195.524
MO,2016-04,4634369.587
MO,2016-05,4746947.113
MO,2016-06,6335948.11
MO,2016-07,7174795.803
MO,2016-08,7123887.637
MO,2016-09,5540050.846
MO,2016-10,4332503.694
MO,2016-11,4357814.779
MO,2016-12,5578361.745
MO,2017-01,6755918.655
MO,2017-02,5278275.71
MO,2017-03,5627577.17
MO,2017-04,5132576.838
MO,2017-05,6165237.174
MO,2017-06,6398593.964
MO,2017-07,7424811.36
MO,2017-08,6942189.085
MO,2017-09,5584015.362
MO,2017-10,5503977.118
MO,2017-11,5230785.367
MO,2017-12,6273037.263
MO,2018-01,6875478.371
MO,2018-02,5492947.786
MO,2018-03,4832944.538000001
MO,2018-04,4667047.325
MO,2018-05,5557438.42
MO,2018-06,6300921.756
MO,2018-07,7313446.054
MO,2018-08,6980519.054
MO,2018-09,5285186.4690000005
MO,2018-10,4883170.503
MO,2018-11,5139470.062
MO,2018-12,5554099.507
MO,2019-01,6313866.447
MO,2019-02,5403564.619
MO,2019-03,4768335.612
MO,2019-04,4043524.681
MO,2019-05,4737275.639
MO,2019-06,4760444.103
MO,2019-07,6229846.346
MO,2019-08,5975900.635
MO,2019-09,4885733.574
MO,2019-10,4254641.208
MO,2019-11,4812757.484
MO,2019-12,4870920.96
MO,2020-01,5200690.685
MO,2020-02,4847851.814
MO,2020-03,3802459.146
MO,2020-04,2986150.532
MO,2020-05,3693245.792
MO,2020-06,4607822.6729999995
MO,2020-07,5940989.327
MO,2020-08,6223574.713
MO,2020-09,4823593.955
MO,2020-10,4853467.638
MO,2020-11,4748889.247
MO,2020-12,5793706.609999999
MO,2021-01,5948729.573
MO,2021-02,5935638.675
MO,2021-03,4405379.394
MO,2021-04,4160019.677
MO,2021-05,4608378.329
MO,2021-06,5924717.509000001
MO,2021-07,6452148.434
MO,2021-08,6542548.441000001
MO,2021-09,5447327.098
MO,2021-10,4475919.797
MO,2021-11,4326752.857
MO,2021-12,4438569.515000001
MO,2022-01,5885797.024
MO,2022-02,4722091.283
MO,2022-03,4523461.882
MO,2022-04,4516262.995
MO,2022-05,4030372.664
MO,2022-06,5091201.892
MO,2022-07,6106074.102
MO,2022-08,6189983.96
MO,2022-09,5068441.66
MO,2022-10,4146081.97
MO,2022-11,4291674.041
MO,2022-12,4849419.962
MO,2023-01,4609008.649
MO,2023-02,3090900.938
MO,2023-03,2824519.3619999997
MO,2023-04,3024351.807
MO,2023-05,3609921.1489999997
MO,2023-06,4733497.339
MO,2023-07,5224088.302999999
MO,2023-08,5271759.056
MO,2023-09,4229191.928
MO,2023-10,3849262.096
MO,2023-11,3815042.074
MO,2023-12,3732023.54
MO,2024-01,5467104.924000001
MO,2024-02,2900344.084
MO,2024-03,2473733.205
MO,2024-04,2729152.709
MO,2024-05,3610398.432
MO,2024-06,4568774.972
MO,2024-07,5580198.811
MO,2024-08,5251602.233
MO,2024-09,3927689.633
MO,2024-10,3211927.031
MO,2024-11,2561011.012
MO,2024-12,4074642.764
MS,1990-01,1103044.860321553
MS,1990-02,941509.3185718596
MS,1990-03,919562.1339951726
MS,1990-04,925431.2929319668
MS,1990-05,1130970.0271166305
MS,1990-06,1321002.5750137377
MS,1990-07,1493769.812049291
MS,1990-08,1501254.7182996424
MS,1990-09,1172542.495507359
MS,1990-10,983583.977168548
MS,1990-11,909492.4851707126
MS,1990-12,1035245.3038535276
MS,1991-01,1005237.3846305184
MS,1991-02,858025.2708222012
MS,1991-03,838024.1528101553
MS,1991-04,843372.890827831
MS,1991-05,1030686.4145333198
MS,1991-06,1203868.6923484528
MS,1991-07,1361316.5820533491
MS,1991-08,1368137.7983555712
MS,1991-09,1068572.633762471
MS,1991-10,896369.1508296086
MS,1991-11,828847.3842012185
MS,1991-12,943449.644825304
MS,1992-01,900669.0908575942
MS,1992-02,768770.4938354632
MS,1992-03,750849.9617785837
MS,1992-04,755642.3054391671
MS,1992-05,923470.824036458
MS,1992-06,1078638.078156971
MS,1992-07,1219707.6900179326
MS,1992-08,1225819.3396435815
MS,1992-09,957415.9867919132
MS,1992-10,803125.7099010872
MS,1992-11,742627.7926010421
MS,1992-12,845308.7269402072
MS,1993-01,1116889.2649886038
MS,1993-02,953326.2776756882
MS,1993-03,931103.6322220124
MS,1993-04,937046.4554441852
MS,1993-05,1145164.9227957996
MS,1993-06,1337582.5844699035
MS,1993-07,1512518.2369786329
MS,1993-08,1520097.0868887142
MS,1993-09,1187259.1705774784
MS,1993-10,995929.0186929508
MS,1993-11,920907.5984261014
MS,1993-12,1048238.7508399304
MS,1994-01,1142454.1393650095
MS,1994-02,975147.3008446716
MS,1994-03,952415.9933802276
MS,1994-04,958494.8439901448
MS,1994-05,1171377.0087288124
MS,1994-06,1368198.9864821387
MS,1994-07,1547138.803164105
MS,1994-08,1554891.1280568389
MS,1994-09,1214434.7666723684
MS,1994-10,1018725.1911057656
MS,1994-11,941986.5789517858
MS,1994-12,1072232.2592581322
MS,1995-01,1258742.9849349037
MS,1995-02,1074406.211962849
MS,1995-03,1049361.115776169
MS,1995-04,1056058.7242823218
MS,1995-05,1290609.873645299
MS,1995-06,1507466.0915375245
MS,1995-07,1704619.9476206698
MS,1995-08,1713161.3710699198
MS,1995-09,1338050.421927264
MS,1995-10,1122419.8361201417
MS,1995-11,1037870.1055058778
MS,1995-12,1181373.3156170608
MS,1996-01,1396893.81464364
MS,1996-02,1192325.5262337956
MS,1996-03,1164531.6553887974
MS,1996-04,1171964.3465792337
MS,1996-05,1432258.190266191
MS,1996-06,1672915.030515695
MS,1996-07,1891707.1154701395
MS,1996-08,1901185.9858410645
MS,1996-09,1484905.4814539202
MS,1996-10,1245608.7900983526
MS,1996-11,1151779.4721689587
MS,1996-12,1311032.5913402126
MS,1997-01,1579723.673
MS,1997-02,1271382.902
MS,1997-03,1476207.341
MS,1997-04,1093850.151
MS,1997-05,1407530.406
MS,1997-06,2185887.904
MS,1997-07,2931170.427
MS,1997-08,2751059.824
MS,1997-09,2571675.239
MS,1997-10,1882051.406
MS,1997-11,1828720.876
MS,1997-12,1954602.068
MS,1998-01,1533851.608
MS,1998-02,1159787.069
MS,1998-03,1823117.797
MS,1998-04,1748214.172
MS,1998-05,2784998.207
MS,1998-06,2568528.142
MS,1998-07,2781507.277
MS,1998-08,2831862.5760000004
MS,1998-09,2257640.693
MS,1998-10,1538384.156
MS,1998-11,1093199.9
MS,1998-12,1511112.404
MS,1999-01,1924418.8429999999
MS,1999-02,1691103.598
MS,1999-03,1557131.1979999999
MS,1999-04,1437025.145
MS,1999-05,2105719.565
MS,1999-06,2022130.9009999998
MS,1999-07,3169840.955
MS,1999-08,3045778.441
MS,1999-09,1910095.818
MS,1999-10,2035202.3590000002
MS,1999-11,1954245.5
MS,1999-12,2018785.327
MS,2000-01,2230895.076
MS,2000-02,1741692.114
MS,2000-03,905007.775
MS,2000-04,1217911.986
MS,2000-05,1935104.729
MS,2000-06,2229818.767
MS,2000-07,2572149.954
MS,2000-08,2826465.799
MS,2000-09,2144463.619
MS,2000-10,1886974.268
MS,2000-11,2212923.347
MS,2000-12,2387227.022
MS,2001-01,2090802.452
MS,2001-02,1483150.621
MS,2001-03,1962797.777
MS,2001-04,2211006.35
MS,2001-05,1997022.141
MS,2001-06,2321526.297
MS,2001-07,2818051.999
MS,2001-08,2880642.639
MS,2001-09,2465665.828
MS,2001-10,2558052.2819999997
MS,2001-11,1826461.1739999999
MS,2001-12,1647907.9770000002
MS,2002-01,1434887.483
MS,2002-02,1250408.551
MS,2002-03,1498095.508
MS,2002-04,1668142.298
MS,2002-05,2189625.894
MS,2002-06,2676902.488
MS,2002-07,3085104.0609999998
MS,2002-08,2878036.937
MS,2002-09,2702091.862
MS,2002-10,2167955.63
MS,2002-11,1917635.263
MS,2002-12,2112976.8430000003
MS,2003-01,2063907.6549999998
MS,2003-02,1571417.942
MS,2003-03,1816242.732
MS,2003-04,1886772.212
MS,2003-05,2227371.8619999997
MS,2003-06,2413276.174
MS,2003-07,2618550.173
MS,2003-08,2965120.333
MS,2003-09,2251984.388
MS,2003-10,2294221.577
MS,2003-11,1928826.077
MS,2003-12,2196550.202
MS,2004-01,2319402.254
MS,2004-02,2438355.772
MS,2004-03,2064134.459
MS,2004-04,1993342.6600000001
MS,2004-05,2512799.595
MS,2004-06,2654389.592
MS,2004-07,3084667.541
MS,2004-08,2781059.271
MS,2004-09,2490080.455
MS,2004-10,2142740.859
MS,2004-11,1694964.609
MS,2004-12,2357616.989
MS,2005-01,2294152.721
MS,2005-02,2080095.324
MS,2005-03,2139802.369
MS,2005-04,2053534.706
MS,2005-05,2230209.17
MS,2005-06,2933995.0349999997
MS,2005-07,3174166.345
MS,2005-08,3436059.921
MS,2005-09,1895257.001
MS,2005-10,1911521.04
MS,2005-11,1543146.708
MS,2005-12,2020114.813
MS,2006-01,1940070.0
MS,2006-02,1975833.814
MS,2006-03,1559443.172
MS,2006-04,1642216.665
MS,2006-05,2238549.985
MS,2006-06,2931150.394
MS,2006-07,3164606.824
MS,2006-08,3453179.621
MS,2006-09,2530013.74
MS,2006-10,2411235.442
MS,2006-11,2260795.613
MS,2006-12,2420012.488
MS,2007-01,2496385.12
MS,2007-02,2527125.611
MS,2007-03,2009605.607
MS,2007-04,2295355.731
MS,2007-05,2807063.164
MS,2007-06,2881409.9699999997
MS,2007-07,2987728.733
MS,2007-08,3631046.216
MS,2007-09,3011364.625
MS,2007-10,2437212.568
MS,2007-11,1645975.5089999998
MS,2007-12,2149421.962
MS,2008-01,2786668.332
MS,2008-02,2378805.839
MS,2008-03,2399739.995
MS,2008-04,2015445.736
MS,2008-05,2504427.1010000003
MS,2008-06,3211856.412
MS,2008-07,3326778.64
MS,2008-08,2912998.749
MS,2008-09,2271285.99
MS,2008-10,1940468.098
MS,2008-11,1692303.5320000001
MS,2008-12,2064770.9
MS,2009-01,2109524.383
MS,2009-02,1758286.946
MS,2009-03,1679441.254
MS,2009-04,1939899.013
MS,2009-05,1924364.905
MS,2009-06,3075439.457
MS,2009-07,2622397.492
MS,2009-08,2912268.417
MS,2009-09,2841511.455
MS,2009-10,2074718.4249999998
MS,2009-11,1870406.014
MS,2009-12,2056204.406
MS,2010-01,2678373.824
MS,2010-02,2228617.158
MS,2010-03,1877047.859
MS,2010-04,1645602.698
MS,2010-05,2681423.633
MS,2010-06,3123065.649
MS,2010-07,3574452.29
MS,2010-08,3636302.204
MS,2010-09,2769600.615
MS,2010-10,1925235.021
MS,2010-11,1904799.927
MS,2010-12,2574429.566
MS,2011-01,2100799.075
MS,2011-02,1687470.677
MS,2011-03,1506121.007
MS,2011-04,1661183.5180000002
MS,2011-05,2071051.975
MS,2011-06,2803792.378
MS,2011-07,3212925.004
MS,2011-08,3191395.771
MS,2011-09,1945492.074
MS,2011-10,1654648.377
MS,2011-11,1589768.243
MS,2011-12,2074224.436
MS,2012-01,2076312.241
MS,2012-02,1836912.858
MS,2012-03,2103870.31
MS,2012-04,2228357.628
MS,2012-05,2666971.422
MS,2012-06,2676681.611
MS,2012-07,3293836.7320000003
MS,2012-08,2819097.8049999997
MS,2012-09,2044451.4510000001
MS,2012-10,1448418.1269999999
MS,2012-11,1702974.1430000002
MS,2012-12,1777365.205
MS,2013-01,1939212.923
MS,2013-02,1760639.895
MS,2013-03,1806273.361
MS,2013-04,1801757.137
MS,2013-05,1544793.944
MS,2013-06,2794476.371
MS,2013-07,2802221.38
MS,2013-08,2834920.614
MS,2013-09,2042502.14
MS,2013-10,1774480.746
MS,2013-11,1695432.976
MS,2013-12,1998265.637
MS,2014-01,2739565.0670000003
MS,2014-02,2276211.108
MS,2014-03,1645255.253
MS,2014-04,1447380.366
MS,2014-05,2463517.524
MS,2014-06,2772396.179
MS,2014-07,2760652.38
MS,2014-08,2904850.353
MS,2014-09,2289821.923
MS,2014-10,1904282.003
MS,2014-11,1611377.65
MS,2014-12,1877120.432
MS,2015-01,2374205.972
MS,2015-02,2765129.693
MS,2015-03,2156979.639
MS,2015-04,1836725.359
MS,2015-05,2276217.343
MS,2015-06,2748357.5530000003
MS,2015-07,3126517.045
MS,2015-08,3037270.142
MS,2015-09,2361727.199
MS,2015-10,1527587.833
MS,2015-11,2032198.937
MS,2015-12,1746240.6770000001
MS,2016-01,2479553.599
MS,2016-02,2502631.603
MS,2016-03,1910767.232
MS,2016-04,1487800.755
MS,2016-05,2272901.842
MS,2016-06,2960110.496
MS,2016-07,3324663.36
MS,2016-08,3195420.111
MS,2016-09,2920707.6229999997
MS,2016-10,2191322.683
MS,2016-11,1837006.756
MS,2016-12,2339079.142
MS,2017-01,2323578.892
MS,2017-02,1609886.197
MS,2017-03,2386122.437
MS,2017-04,2110020.586
MS,2017-05,2330116.767
MS,2017-06,2378868.007
MS,2017-07,2939967.977
MS,2017-08,2646442.239
MS,2017-09,2201962.571
MS,2017-10,1951044.449
MS,2017-11,2021195.587
MS,2017-12,2268795.743
MS,2018-01,2878361.318
MS,2018-02,1883111.615
MS,2018-03,1808537.003
MS,2018-04,2176374.258
MS,2018-05,2818209.926
MS,2018-06,2901085.896
MS,2018-07,3139961.223
MS,2018-08,2954646.1149999998
MS,2018-09,2483746.69
MS,2018-10,2069823.811
MS,2018-11,2152174.313
MS,2018-12,1774261.287
MS,2019-01,2054823.058
MS,2019-02,1501752.723
MS,2019-03,2007445.6130000001
MS,2019-04,2161937.413
MS,2019-05,2487380.971
MS,2019-06,2423055.195
MS,2019-07,3113667.398
MS,2019-08,3200428.809
MS,2019-09,2842461.105
MS,2019-10,2219441.16
MS,2019-11,1890746.8429999999
MS,2019-12,1720214.9279999998
MS,2020-01,2241556.361
MS,2020-02,2306146.145
MS,2020-03,2078542.29
MS,2020-04,1984284.6609999998
MS,2020-05,2607795.188
MS,2020-06,2831622.197
MS,2020-07,3330014.244
MS,2020-08,3419699.311
MS,2020-09,2634575.791
MS,2020-10,2026101.933
MS,2020-11,1718222.833
MS,2020-12,2511918.037
MS,2021-01,2882417.379
MS,2021-02,2379228.053
MS,2021-03,1846871.241
MS,2021-04,2455372.455
MS,2021-05,2282401.306
MS,2021-06,2543264.955
MS,2021-07,2837498.532
MS,2021-08,2924558.771
MS,2021-09,2003119.902
MS,2021-10,1944695.437
MS,2021-11,2041597.104
MS,2021-12,2180440.052
MS,2022-01,2658471.391
MS,2022-02,2052415.275
MS,2022-03,2291802.231
MS,2022-04,2305516.007
MS,2022-05,2532750.0779999997
MS,2022-06,3146623.74
MS,2022-07,3377617.932
MS,2022-08,3059559.238
MS,2022-09,2212692.373
MS,2022-10,1755859.394
MS,2022-11,2071025.301
MS,2022-12,2588852.437
MS,2023-01,2455364.491
MS,2023-02,1919789.2480000001
MS,2023-03,2519590.2339999997
MS,2023-04,2136357.075
MS,2023-05,2161713.904
MS,2023-06,2736272.423
MS,2023-07,3265954.991
MS,2023-08,3552443.881
MS,2023-09,2540230.427
MS,2023-10,2405384.335
MS,2023-11,1954126.474
MS,2023-12,2380094.113
MS,2024-01,2816034.8340000003
MS,2024-02,1983991.302
MS,2024-03,2019481.902
